comment,label
#sabarimalaforall ishtam unolu pondi leda musukondi endi ra prati daniki loli devudu andarki kate antaru mali e inequality endi ra .. ,POS
here 's what he said : `` good actor spontaneous actor actor . oka dignity untadi on- screen . adi chala istam . ila andari lo oko quality ishtam . '' ,POS
"good movie , but climax is not so good ",NTL
telugu lo link unte petandi sir ply ,NTL
money ichare e movie ke endku ela promotion chastnv . i think a people are paid batch emo ane confirm ayinde chi em channel ra ede ,NEG
long ago hollywood - heath ledger now a days bollywood - rajput miss legends forever and ever may be vilaki munde telecoms vel chanipotarani anduke vala last movies chute telustadi vala enta pain feel avtunarani 😓 😓 ,NEG
@pottipuka @babayi_abbayi @pranayk84990 @k_rishi_kumar @dq_insane @rusthumhere gadu mesam vadi kinda atulu gorikinchi petukuntadu ra pila mabu ga 😂 😂 ,NEG
@30thjuly2021 @ramcharanera lyt asal jevitam lo fan base gurinchi vilato disco cheyalsi vastadi ani ankle sarina facts telsukokunda veyadam sigulekunda defend cheyadam .. na second favourite re and first tom kopam vachindi re fans mida ,NEG
@ekadikki logic average kani tone of the movie bati adi depends .. for example nandi lo anta serious plot madyalo china china chiller logic cheptadu .. adi distracting ga untadi .. or lo asal logic waste ,NEG
hey niku vere pani pata leda ekada chusina nuve and nd ah cut koda copy cheskoni petukunava of ani prati video kinda rudestunav ,NEG
"@venkatarajesh7 @babjikurapati @trollycp name brother , kani elanti varinena miru marchagalaru .. miku kulam , matam , caste e feelings those untaru .. oka manchi pani cheste encourage chese valu kadu miru .. ",POS
@taehyungzero chila katna party ga tab he aye by kwab main 💥 👄 💥 lao lets get this bread ,NEG
marvel fans black widow vastundi 😃 ,POS
@poonamkachandd @chriscussions @yourdrunkpoet ohio telugu . chala bagndi .. my friends say this when i start saying something in telugu `` nuvu apara '' i have a telugu story to . its too good . : ) ,POS
arey papa nuvu enduku story cheptunavu ra ,NEG
voice is super bro ,NTL
ne aba me intlo girls lerentra 💦 sigu lekunda galez i ani na to loki testunaru yedavalu 🤬 ,NEG
do a video on indian cricket history ,POS
me review kosam waiting finally 💪 i too like chandrasekar movies but check movie trailer naku asalu impressive ga anipinchaledu . me review chusaka movie book chesukundam anukuna . thanks 🙏🏻 i will watch it in ott 🤗 ,POS
@ynakg2 ana #masterteaser telugu dubbing ki satyadev anta ga konchum koneru ki chepi you cheju anna surya ke chala disappointed ayam 🙏 vijay old dubbing movies chepina vala cheta chepinchandi anna 🙏 #masterdiwali ,NEG
baya assistant director ga work chey po ,NTL
@ysjagan lower nakodaka idi endi nivu em chesav ani valu niku bajana chestunaru deni karchu kuda 100 crores lower ga 😂 😂 😂 😂 inta chiller gani madiri be have chestunav assembly lo tu ,NEG
bhaya sashi movie review . cheyandi ,NTL
safe @pawankalyan ana ❤ ️ niku yelago rest radu ledu ipudu hayiga rest tisko oka 20 books pakana petuko ☺ ️ ,POS
"by your statements i can clearly understand that you have not watched any proper movies . ever watcher anything like parasite , titanic or tumbbad ",NEG
flop talk entra pila mari e gadu enduku collar egiresindu ,NEG
@kittu movies lo logic ah . .1 rupee flight unte . mv baga leda . idem logic baya ,NTL
@imsrikantreddy nuvu chakaga chadivi untey edo job chesukuntu hayiga undevadivemo ne retreats chusteyney artam avutundi ,POS
@nomadofnights sigulekunda join inava ana spaces lo ,NEG
check review lo mimalni esukunaru ga andaru kalisi alage upena kuda 🤣 🤣 ,NTL
@kalyanfied ana page party amestadu a asalu sigunda neku tu yeli sanka nakandi nuvu nuvu vepinchina valani tesukeli ,NEG
@mahaboobkhan_md @urstrulymahesh rai mabu galu me laga 💙 da galu chala mandi untaru first epdu pm ni tavta politics velina tarvta mabu gadu vachdu ,NEG
baya thy view ante enti baya asal artam kale please tell me bro . . ,NTL
edi akadi mass review ra mawa 🤣 🤣 ,NTL
@gururs7 reply ichav ga block inka po ,POS
yes bro we miss shethupathy voice miss ,NTL
1 day to go `` mana darling `` prabhas `` `` rathe sham `` teaser vastundi paka video cheyali bro . 🔥 🔥 ,POS
@suneell_ here team shift ayipodam ana players kana vila management ye cheta ga unadi 🤮 ,NEG
"edi emaina mass audience especially movie enjoy chestu choose valaki movie sure shot mass biryani tinatey . mana track movie enjoyment verey master enjoyment verey but rendu movies lo edi ditto edi fut to ani reviews chodalsina paniledu rendu movies kuda disappoint cheyav may be on your point of view on the taste of movie enjoyment , basis on considering the story , style , songs , action , dance , emotion , fights , dialogues etc . nakaite rendu nachai , honestly navaraku master movie block buster enduku flop talk testunaro emo ? ",NEG
@abijeetians @starmaa definitely bro bagataku vachaka telustadi manodiki direct ga matladadam cheta kadu e ganiki face lo ne untadi kulu motam ,NEG
missed in theatres ah aite 😔 🥺 🥺 ,NTL
"bro nee review chala mandi reviews kana bavundi , ilane reviews ivandi prati movie , chastunam vala over action expressions chidaleka , a cinema pichavadite marenu ",POS
happy birthday ra @jack 🥳 cheta update ichavu 😒 dikumalinoda 🤗 🤗 🤗 ninu nariki upu patareyalra super ra happy ga undu 🙂 #sarkaruvaaripaata ,NEG
manchi movie . shows hank redemption gurtochindi . naku nachindi . mana telugu audience nachadu ,POS
better to watch master than track ,NTL
who are waiting for chakra comment ,NTL
@thorraakshar @_mirchii__ @cringe_shastri arey apu ra akshar ga chala cheta chestunav ,NEG
"pspuk raw , craze raw , gadida moda raw ani daba cult gadu lock eskunadenti 😂 😂 😂 bookings effect ah ? repu day numbers chusi da chestademo 🙃 ",NEG
@drnaveen3jsp vala ward lo money tisukokunda vote vesina vadi kalu patukovali migata valu veli . sigulekunda bale matladataru gorelu .. ,NEG
are bargav ga ne videos lagane ne budi kuda cheta ga undi ra ,NEG
ana anta kangarga cepesav ming nundi wait cestnam 🤕 ,NTL
chiller na koduku pm ga unte itlane untadi @bandisanjay_bjp ,NEG
@bhanu__prabhas @arjunsatishh7 time line lo ichav joke lu veyalante ika tweet cheyala ninu tag chesi chirak ga undi ,POS
ani movies negative comments a cheptaru a movie chodalo artam kavatledu shashi movie ina bagundi ani cheptaro cheparo wait cheyali ,NEG
@telanganadgp @hydcitypolice sir meru inka marara ? me sadism enti sir ? oka manchi pani cheydanki kuda rules kavala ? ala ayte mundu me server ni set cheskondi proper ga janalu asalu pass generate kuda cheylekpotunaru . meru matram enjoy chestunaru . ,POS
@harsha vaughan if a have girl find done a watch any other girl ,NTL
@kushaal0226 @vineethpspk @pawankalyan aunu vala nu marchipoyadu lekapote vala tarvate gadu vachevadu 🤣 🤣 ,NEG
make a video on top 15 bums ,NTL
he did not blame balaya . instead he said is good . he blamed only director . ,NTL
bongulo cinema ra eripuka . negatives ey leva ra koja . rota comedy heroine over action . nuvu ne biased reviews ,NEG
@thor_7rythm @yaddymania orey lanjakodaka musukoni ne pani chusukora cheat nakodaka .. ah fixer la gadini ante nekem ra gandu ga ,NEG
"po ra bugger . useless movie . nothing new , forced comedy , cheap fights , unnecessary elevation shots , irritating slow motion shots last fight ayta inka chudaleka chacha do not support such stupid nonsense frustrating films ",NEG
@chilla_bw kare ga o timane ke wena hela ,NEG
we missed some of the best shots . so we re editing the video and uploading this sunday evening . thanks for the comment . please do subscribe and share with your friends ❤ ️ - team thy view ,POS
first time waste review yichavu bro date video ,NEG
another time one last time ♥ ️ ,POS
@eesha eshvar really baya telugu review kadu edi english review la undi ,NEG
ana ani reviews nuve chepu ana ,POS
"@schfess disc run ke sekolah ga pernah bawa tas , sumpah circle 4 orang due diane yang rem pong bawa tas , buku , at , minum , masker 😭 ",POS
garini kakunda a ne tesukuni manchi pani chesaru ,POS
okosari anipistundi e twitter lo na anta manchdu evaru leru ani 🏄 🏄 amantaru funds .. ! ! ! ,POS
niku pani pata ledua ani movies ni troll chestune untava inka niku nachali ante movie ela undali . indanta kad aba no this cinema mem chostam ,NTL
lo morning 12 :00 upload chesaru . . ,NTL
ana please do a vedic on the most successful directors without a flop epetnuncho adugutuna praja nirnayam tirchadam thy view darmam antaru kada a pani chaindi ana please ,NTL
disable a i did not like this video ,NEG
whole family is waiting for sreekaram review . twaraga chepandi bro . movie velali ,POS
💦 💦 💦 . sigulekunda press meets ah . dongala rajyam . puvulu tamasha chostunara . ,NEG
"this is me before the movie released . fantastic , super , mind blowing extraordinary . this is me after the movie . cinema 200 days adudi sir , lekapote nanu cheputo kotandi . ",POS
#avinash rit said that they have to push them out from swing .. cheta task if not worst task for ticket to finale inta easy ga finale ticket gentoo big gross #biggbosstelugu4 ,NEG
@chinnafiredhfm @urssurajsunny @siddart90013478 @chinnodussmb @urstrulymahesh pm vesina musti to star ayadu kada gadu miru attention dengadsaniki vacheshara mini loki e drug 's 💉 mafia batch galu .. mabu aka .. ,NEG
telugu lo mataladaochu ga . bro motam . telugu review kavali ante english review esthunavu ,NEG
@roylust @0khakee2 manchi iynde ra nek ahahahahaha ,POS
underrated padam prati okadiki made madame . rana gurinchi telisina valu evaru underrated ani cheparu ,NEG
@darkcaffemocha kotaga kadu chala chetaga undi since srimantudu .. etla etla movies chestunde em aypoyindu 🤦🏻‍♂️ ,NEG
@swaroop_kamana @pramod_pspk_ @chintu_pawanism poni maku sata ledu .. apatinundi edo sata antunav ga tepiy vadi cheta post memu clam ga untam .. ,NEG
"@ktrtrs me allocate china 100 or etupaye . mohaniki bodida posukune gadida kodukulu health minister nu kalavakunda , health secretary ni kalavakunda , chief secretary ni kalavakunda .. it minister ku cheque lu ichi photo lu dige .. yetupaye paisa .. ",NEG
@rgvzoomin @vishwaksenactor sir nandi movie chudandi chala bagndi ,POS
ipude movie chusa super undi twist to end avutundi ,POS
@kota telsu bro 👍 20 or gross antey approximate ga 12 or share vastadi 👍 ,NTL
idi mabu gadu antey enta ayina movie heroine kada ah matram range vundali 🤣 ,NEG
@urstrulykanchi @urstrulychandh already tana profit pic tweet lo compliment ichav kadara 🤔 mali special ga tweet veyadam enti pulihora kaka ? ? ,POS
gadu kuda ravadam ga ,NEG
bro horror recommendation part 2 chai ,POS
@spandhnareddy anta easy ga ela ichav 😯 ,POS
@beingking__ @m_rajkumar51 meku bura dengabate ga collections gurinchi disco cheat kaka politics gurinchi matladataru 😂 😂 😂 ,NEG
eh movie trailer machine daniki velandi ,POS
ana e move telugu lo chudali ante ela ana ply chepandi ana koncham ,NTL
re oka peda erri papa ,NEG
"trailer chala bagundi repeats lo kuda baga cut chesaru , bpm 👌 #vakeelsaab ",POS
kavalante chepandi bro email chesta or link pampista ,NTL
telugu lo edu lavadalga chepav river edo peda ,NEG
today chess bro theatre lo movie after long time ,POS
@544yash @abijeetians moral tasks baga adali ani nominate chesa anadu psycho gadu mari baga adinapudu appreciate cheyatam manesi sadism chupistunadu #biggbosstelugu4 ,NEG
@casanjunaidu simple aka .. nenu urukonu naku nachina vyakti em tapu cheyakunda troll chest he .. valaki asalu em right undani antunaru sigulekunda .. poni evaraina vadiki nachina vyakti ni ipudu troll chesara ledu kada .. still he is trying to pull leg and troll . ,NEG
ite eroju 2nd show fix that too 11pm . . ,NTL
orey a koneru ni tag chesi adagandra ana cheta pics petamani deniki ayana or ga 😑 😑 ,NEG
@ratna09173370 @hyndaviji to check chesi sigulekunda ochinav chodu adi ne bratuku 😭 ,NEG
review chepadam kadura puka nuvu direct chey movie . ne movie ki nenu istanu review . nuvu ne lovdalo matalu che ,NEG
@harshith__ manchi pani chesav 😂 we love piranhas #prabhas #radheshyam ,POS
are climax lo bro asalu chutney cheyganey anta mandi ela vacharu daniki mundu okalu kids rala . asalu ah scene ela raskunado director ke teliyali ,NEG
arey chilara 90 my batches .. merante avado rice bag gadu padese chilara to tagutaru .. vere valu vala paisal to tagite mekem nopi ra 90 my luchas .. oste inta distiki meku postam oka cheap quarter .. ekuva agam avakandi ra amayi photos petukoche jakes ,NEG
"@neehasmiles chadavaledu and chad very interest koda ledu , okari life lo ala aindi ani andarki avalani ledu , evari life style and feelings valavi , kondariki hubby chepindi vinadam ishtam untadi kondariki tanu chepeydi hubby vinalani anukuntaru so don ’ to generalize . ",POS
@andhrapradeshcm samandam leni vatiki kuda meme respond avalsi vastundi antunadu .. chitter emina telangana lo unda enti .. ela tapinchukuntunado konchem kuda sigu lekunda ,NEG
should release this movie after march- 2021 worldwide . ,NTL
lovely ana movie kadu oka life annealed vundi i missed this life story of many and and i miss and sure when ever i watch tala is sir i will remember susan the even many movies and this movie i will never ever delete from my mobile i have not deleted one movie from long time that is hungary male it is and again this movie this is created impact on me more than that movie . ,POS
to no judge ni critics al trabajo del govierno per no est of auer do que hayiga hecho eso con al diner . si a to dos salem of que la alcalde roman use diner . use view alcalde que tenet of aqua monaco is in hadron ,POS
"the same person , ela ra ila sigu lekunda lick chestunaru 😐 ",NEG
@neekenduku99 @hari_giduthuri @geetha_happy @subramani456 @krishnasagar789 @maneesh2323 ne ama kutalo gadida moda pedte arustundi 😂 😂 ,NEG
bro make a video on best and most intelligent characters in web series plus 🙏 🙏 ,NTL
bro non spoiler ani chepi storey motam chesavu kada 😭 . next time nunchi bochum chuskodi aba ,NEG
ana etude show complete ayindi ,NTL
e photo shoot lo chala bagndi 🥰 🥰 🥰 #sarkaruvaaripaata lo inka bagundali 😘 ,POS
ikada me hero ni ante ma hero wife ni antunaru ikada teliyatleda meru ento me mushti batuk ento tirigi andam ante naluguru lo evarini analo artam avatla ,NEG
@rajendrapspk11 oka 100cr movie dikuleni pawala lk lu ra meru thu 🤮 🤮 💦 💦 💦 . salar to chustav ga pawala gala pants lu tadustay . kuka the nude box office ni . mundu me mokalaki oka 100cr movie kotandi ra chiller lk lara . tarvata discolu chedu gani ochi 🤢 🤣 🤣 🤣 🤣 🤣 ,NEG
@v6news alane compare benefits of ayesha an and state health scheme . apudu chepandi edi better o . center iche money kuda state rightful ga ista . inka em chestaru . kanisam chiller aina state ela ostayi ani think chesindi emo . ,NEG
@bandisanjay_bjp country lo gani states lo gani minimum to lekunda population yenta untadi ra .. asalu yevadiki vartustadira a #aayismaanbhaarath .. sigu saram leda meku ala implement cheyataniki .. tupuk . ,NEG
thy view valu interview chesaru team ni so positive review echaru antey ga ,POS
@mraj4669 low kumav ga baga follow autunav ga ,POS
we will miss you susan ☹ ️ ☹ ️ ,NTL
@mass_boy1 ayna chiller ga photo adagadam endi bai .. lite oka time set cheskoni oka 5min matladi .. then oka pic add they respectful ga untadi ,NEG
super correct ga chepav utter flop movie ,POS
@sarika__reddy hayiga navistaru ga .. meku em ayindi ,POS
arey sahel ga kopam taginchuko ante problem neku mari ipude demo ichav kada ra worst atitude #biggbosstelugu4 ,POS
national award movie . asalu idi . . ,NTL
anta dabulu vastundi brother meku review ,NEG
@ravipspkfan @pavan_sathi @newmoviebuff007 @urstrulymahesh @pawankalyan @prakashraaj musugu lu mere pic peti troll vesi ni titinchadam chesedi a pani nelati valaki baga telusu anukuta pm udabodustadu ani neku anipiste valaki anipinchochu kada adi political ga chusukovali mali e comment ade reply ichav anuku ika ne anta musugu evaru 🙌 ,POS
gadiki speaker ichi mari vintunaru sigu lekunda ,NEG
#abijeet ga #monal #akhil padindi .. nuvu kavalani #akhil ni hurt cheyadaniki .. #monal nato childhood incidents ani share cheskundi .. adi idi avasarama .. #monal and #akhil ni vadiley ra cheta na kodaka #biggbosstelugu4 ,NEG
"@rj_4_all @ncbn arey 5rs paytm chiller bath ike nuvu damu gurinchi matladutunavu .. arey britannia biscuit ga , by elections e party ruling lo unte ade gelustundi .. by election anede kadu e election ayina ruling lo unavaru gelustaru . chedi vesukunodu kuda cheptadu nuvu chepedi enti ",NEG
i felt cool going movie watchable ,POS
manchodu gopa natudu koni vishyalalo 😁 😁 ,POS
i am going tomorrow i have fixed after listening this video ,POS
baya first time ne nundi cheta review vintuna movie enta bore kodutundi baya . chef waste movie inka a entry seen ayite 🤮 ,NEG
nv andi bro review akadina 4or5 minutes review untada bro nv tenet review kuda 5 minutes chesav dani avarina review antara ,NEG
"nuvu marvel , do movies , series ni review they bro ",NTL
very good best cinema in natural star ,POS
@vsreddy_mp oka health emergency ni yematram sigu saram leknda tana kulipoyina punchula kosam vadukuntuna mana gourava mp garu . ,NEG
movie made me very happy . ,POS
nijam ga nuvu okapi be current review ichav really good atitude aba medi ,POS
velaki gudamanta piranhas name yeti tee boss place ichav chodu odiyama 🫂 super happy ga undu . ,POS
@geetha_happy enduko e video chala bagundi ,POS
bro movie emo gani nenu nv chepe river kosam chala eduru chusta but nv upudu chepina review matram chala lag chesav bro asalu nv chepedi oka point ardam kaledu video chudalani anipinchala bro e review sorry bro ,NEG
the movie was fine but it felt incomplete ,NTL
ana sonu good ana ni hero ga peti oka movie teyandana he is real hero ana please oka fan ga adugutuna ,POS
3 days nundi work lo too much busy ga undatam manchi pani aindi naku 😁 mona night nundi ipativaraku jarigina koni panikimalina discussions doram ga una 🙏 😂 ,POS
copy cheyatanki tunes dorkaledu emo low ,NEG
leni dani unatu chepte e chanelni kuda unsubscribe cheseyandi ,NTL
@willsmi71394928 @babayi_abbayi @kalyan_fanatics @thalaivadaa @rammi766 @pk_thala_adhere @dq_insane @raju_11 @rusthumhere ni puku ra ga .. march end nundi inka ani mali restrict start cheyadam start chesaru .. apatiki 50 nundi 30 % occupancies tesukocharu alert ness perigindi ra mabu ga .. shooting lo svp lo okadu corona vachindi ani cancel chesukuna mabu gadu inka release chese damu unda ,NEG
hi ana super voice ana medi ,POS
movie bagunda baya emana review a ,NTL
@devibunny3 @alludhanu @sahithya0203 @allulikhitha07 @iam_monikaarjun @aa_bunny_honey @aafangall ama tali 100 members cheyali okaru anta chesudu kadu 😂 😂 aina parledu lay mass ichav ga 🙌 ,POS
telugu @starmaa ichi manchi pani chesav .. @rrmovie #rr #rrmovie ,POS
saw because of your review . first time i 'm disliking your post ,NEG
superb concept . movie chala bagundi . must watch asalu ,POS
"@vsreddy_mp sir kondari putuka gurinchi vala , vala mandrake namakam ledu , val lake putara ani , ina sigu leknda oka tuglak ni namukuni batikestaru .. ",NEG
bro after long time explaining about a good movie iam excited to watch this movie ,POS
@bhaswanthchowd2 @ssaakafanisback @ronaldo_mb_dhf @urstrulymahesh orey dengei ra mabu gadi budi telustune undi vadu vadi koja sweets in security lanja gadu . nen em telsukunta ra lanjakodaka avpl event lo slne wish chesadu anta kana em telsukovali gadi vatakayalu pisuku po poyi .. tu 💦 kurtagnayata lenodu mabu gadu ,NEG
loving you all team thy view ,POS
"naga vampy sugar k chandra velidari de final chest , me vision enta chetaga undo nenu ardam chesukogalanu tag cheyandi ",NEG
em posters ayte chimparo ade posters meda super it ani vestaru 🔥 🔥 ikade cinema ento ardamayindi 💥 ,NEG
i 'm in theatre miryalaguda inka 10 min undi 11 show waiting ,NTL
@chay_abi_uday @bbfancapricorn @lokeshk_ad nuvu support ichav ga adi chalu ,POS
basically nuvu cinema chodakandi raledu hero ni chodakandi vachavu ,NEG
"life lo low phase lo unapudu e video chudandi ! eno edavapanulu chese , ilanti dadamale pm lu ayenapudu , sigu lekunda society lo ela bartakalo nerpinchina mahanubavudu 🙏🏻 . ilanti mundale bratukutunaru hayiga , manamenduku bratakakudadu ? ",POS
@musicthaman thank us #vakeelsaab ana best comeback best music ichav asalu marchipolem .. love us from #pawankalyan fans .. promise chesinatuga .. #pspkranamovie mass ga undali ana .. we a waiting 💣 😎 @ganeshbandla @harish2you @teju_kalyan @bhaagi_ @harinani_ ,POS
if april scores a blockbuster mass jumping untay inka chai te manchodu anedi vina karl imo ,POS
@ztiq7t18bkngy7h @venkyreviews anta manchdu ainapudu pikudugadila statements jari cheyodu . musukoni undali ,POS
@akhil_fansclub at em cutout ra 🔥 🤙 🔥 🤙 🔥 🤙 style 👌 👌 height 👌 👌 colour 👌 👌 glamour 👌 👌 physique 👌 👌 @iamnagarjuna thanks 😍 e janma anta okariki fanism chesenta andani maku gift ga ichav 😘 😘 akineni prince @akhilakkineni8 😍 #hbdakhilakkineni ,POS
ma odu manchdu ipoi manesadu kani idi oka comparison ae kadu . ,POS
kasta telugulo matladu baya niku okapi key english vastey saripodu malantolaki ardam avalikga ,NTL
. inta experience unodivi . oka cinema teyera . memu istam review ,NEG
@santhosh he 's still living in the hearts of many ! ,POS
block buster movie ram acting super super super 👌 👌 👌 ,POS
sigu leknda rigging these party ❤ ️ @pawankalyan @janasenaparty @sivaparvathijsp @jspshatagniteam @bjp4andhra ,NEG
@thebaluu doctor the .. memu దీన్ని kanda kandaluga kandistuna .. 😂 😂 😂 😂 ,NEG
@sumanth_143_ hawk enduku human the ? name chala bagndi ga ,POS
@jeeva0126 kido anta 😏 anyway punch late ina perfect ga ichav akin fan 😂 ,POS
cinema chala bagundi brook enduku ila antunaro ardam kala ,NTL
"@hpwangyeji nope , not yet , ga mood mayan work , chila dah dinner ? ",NEG
@ntrfantrends @tarak99 chala manchi pani chesaru brother koncham andarikosam alochincharu koncham alaga andaraki support cheyandi #jaintr #komarambheemntr ,POS
nina night chudakunda manchi pani chesa 🙏 4/5 ,POS
@udaymaheshian @unkalben 😂 😂 mature ga alochinchu ani atani chepi . inta immature reply ichav enti bro . apu aindi corona vala kadu . last year techina apu anta freebies karchu petaru kani . infra develop cheyadanki kadu . ,POS
no lag at all most underrated actor following him from beginning bluff master aitay full meals to him as an actor and director omaha ma vallejo same putadu emo anipistadi exact slang nativity and realistic emotions and great dialogue aitay `` velipovalani ane valani velanivaka potay una veliti gane untundi `` e oka dialogue ento mandiki oka manchi mag 🙏 🙏 👍 👍 ,POS
"@revanth_anumula @seethakkamla @seethakkamla ma setaka bangaram elanti pandemic lo kuda ana raki katavu ana kshamam kosam mask , gift ga ichav 😍 😍 elangey alapudu kalisi undali madam idaru alapudu ",POS
@appolice100 @andhrapradeshcm @ceoandhra @ipr_ap @janasenaparty @pawankalyan entandi vsreddy_mp ala matladutuntey chustu untara .. antey government support ani indirect ga cheptunara .. una risk gurinchi ayanaki bada ledu .. adamyina cheta tweet lu vestaru .. ento mari ,NEG
nolan eyanaku itlanti ideas ekadi nunchi vastayo 🤔 🤔 ,NTL
"waiting for most underrated films of in 2021 wishing `` check `` should be in that , we will see what you say about then ! ",NEG
@tarunvk_ spell apes manchi chesadu @imvkohli 🥴 🥴 ,POS
@mukhisree na future pelam chala band ,POS
asalu villain kadu real hero ,POS
", mera , 3 pita katalu chala bagunayi , life a kate ardam kaledu . e comment agre chesevalu oka like veskondi ",NTL
complete ga ani 40 movies evaru chudaru bro ,NTL
a even i was waiting for it ,NTL
@chikati_rajyam @oranges__istam elagu 500 ichav ga em cheyaleda ani @foxbleed_ dm chesadu ,POS
@ssuryasince2016 body ante fit physic bare laga ada gadida laga tagi balavadam kadu ,NEG
meku vachu memu vopukuntamu koncham telugu lo matalandi ,NEG
e matram daniki dug out lo entra anta build ichav pandey ga ,POS
asal what ah bpm brush pichi lestandi vinapud ala ❣ ️ ,POS
ne reviews choste cinema chodalem nuvu okati teyi bro daniki memu review istam every movie inte na ♥ ️da lo bad better luck new time inka improve avali ide na ,NEG
a decent hit for an and devarakonda . ana please epati nundo adugutuna best sports drama movies in telugu and telugu meda oka video cheyandi ana please . ,POS
@ssmb44 @boanalyst konda eripuku gadu mabu star puku naku 🤣 🤣 🤣 gadu ,NEG
"are climax was biggest mistake in movie , beautiful stories bad ending ivadam disappointment undi but direct govt ela dochukuntundo baga chupincharu ✌ 👏 👏 . bpm , songs and cinema autographs te best ",POS
@ursstrulysri @hfvunbox 50k idi 😅 ivale announced india lo .. but camera chala bagundi ,POS
@disha11parmar @nneonrainn gali gali me show hai bagode hone wali biwi use badi bagodi hai 😂 😂 same couple ka elk show me hai main chahti ti ap two logo ko pata chale ga raise to ali jamie or chila kar apne kadmo me rkta hai fool tumhare sat krta . ,NEG
@thedeverakonda my man ani chuppah ani undi but however our man jus lots of love from bangalore @thedeverakonda garu ! ! first look chala bagndi all the best keep inspiring us ! ! ! ,POS
@darling7kishore arey pm okadu chalu mabugadiki pebi kinda dimpadaniki atarintiki daredi movie ni gadu inka cross cheyala ( exit slur ) inka pebi bahubali lekapote ekada vundevado ey pm ladies the vachidi ra super star ani leka pote puchakayal amukunevadu ,NEG
bro nandi movie miss chesyavu ,NTL
@cultisrising mi odiki asalu ledu ga gadu cut chasadu telida #mabbu #drugsqueenmaheshbabu @ronaldo_mb_dhf chepalada mi bot account gadiki ,NEG
love story ni postpone chesi manchi chesaru ,POS
emana chepava ana great observation 🤩 ,POS
in movie te hospital comedy scenes is awesome i 🤣 😄 😂 😂 😁 laughter a lot average movie ,POS
"orey cheta na mod * a @ssrajamouli @rrmovie miru vadu mi cinema vadu .. dengeyandra . miku dandam pedata 🙏 🙏 ma ana ni vadileyandi 🙏 idi asalu official look a ra , fan made kana darunam ga vundi . naku botulu vastunai chala .. #happybirthdayntr ",NEG
flop movie that an gani metito dengali anipinchindi movie chusaka director idi commercial movie kadu anadu vani kuda bengali 🙃 ,NEG
@itznani_ ledu bro 1080p ochakane chusta hayiga to lo ,POS
"manchi actors madavan , anushka , avasarala talent waste chesaru anamata ",NTL
ado puk gadu manchi pani chesaru ,POS
@shashankvvs nen nagi kosam chusa ante 😅 pm to yela testado ani apart from actors promo and visuals chala bagundi ,POS
thriller laga ledu aslu disappointed 😞 ,NEG
na birthday gift ichav ga ana 🤩 🤩 @msdhoni @chennaiipl ,POS
@shivagoudaa @bunnydhflaxmi @bunnydhflaxmi ayo nenu urike ananu andi ma chala manchodu chala peda manasu ❣ ️ em anakandi china pilodu ,POS
bro . make video about more scifi movies ,NTL
@balatarak3 anavasaram ga elevation ichav .. to akada captain .. . 🙂 🙃 🙂 ,POS
probably te worst movie i have ever watched . i 'd rather buy a dustbin with the money . it would be much more helpful . ,NEG
@bharat_2214 lock own chesi manchi pani ani cheptuna ,POS
"superb and wonderful movie , good entertainment , andaru chudandi 👌 👌 ",POS
character macrame bavundi . movie average average average average . ante ,NTL
a out lo relaese ayindi movie ,NTL
very good film . no negative comments . nani voice peaks . sheer acting and nani 's acting too good . extraordinary visuals . very god movie ,POS
@thyview ne comments kante ne voice bagundi . done just loose temper like a kido . maintain it . criticism untadi . accept chesi move on avali . .245 245k subscribers unaru neku fans unaru . chill bro ,NTL
"@dhonifiedrebel yes vas the keka .. like how tey faked raquel death , ala edana twist petali .. ana batikunte chalu ekaduna hayiga undali ana .. ",POS
"@sreekanth324 @exciakgbrawmi6 chala manchi pani ana , ala ichevalu leke ma ataya chanipoyaru . remaining family members anta hospital lo unari vala . ",POS
bro pls make a video on best hero- director pair ani chala rojula nundi adugtuna pls make it ,NTL
"@deepu_ysj @rowdyrascal54 @poonamkaurlal ama la meda veltunav sigu lekunda , anavasaranga putav 💦 💦 ",NEG
lo . matadedi matram telangana language . . ,NTL
please baya english ekuvaga vadodu ,NEG
@kedargaara chestaru elago ala ajinkya untaru ga chiller chilara ,NEG
ana most anticipated sequels of telugu and non telugu movies meda oka video cheyandi please . epati nundo adugutuna . ,POS
papam e pila gadini dengina kuda elevations vesukuntunadu gadu ,NEG
@nikhiltejarowdy mare replies enduku ichav ra lanjakodaka guda musukoni undochu ga sugar aga kinda replies enduku ichav 🤣 ,POS
@sksathwik @soloanveshana karnataka most corrupt but chilarga vagudu vishayam lo on chem decency untadi prime leaders . not talking of others ,NEG
e movie vala anuska meda una abimanam motam poindi 🤦 ‍ ♂ 🤦 ‍ ♂ 🤦 ‍ ♂ 🤦 ‍ ♂ ,NEG
a big fan of cinemala gurinchi video cheyandi baya meru chestuna prati video subscribe chestuna al age ganta symbol mukyam bigilu anapudala ganta kotestun na bya ,POS
@kprasad5238 @anithareddyatp anduke ga paritala gundu koti sunam botlu pedite sigu lekunda election meetings lo nadi rodu meda nanevaru kotale namandi pls ani adukunadu 🤣 mundu oka ward member ga gelavamanandehe ,NEG
